Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
5,10,2237,10.0,8.0,8.0,9.0,18.0,14.0,29.0,39.0,84.0,291.0,65.0,2.0,0.0
5,10,2281,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5,10,2348,4.0,2.0,4.0,10.0,16.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,2477,7.0,8.0,17.0,28.0,25.0,24.0,54.0,63.0,104.0,501.0,111.0,11.0,3.0
5,10,2680,19.0,15.0,58.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,2705,10.0,8.0,17.0,10.0,7.0,5.0,15.0,6.0,8.0,4.0,3.0,2.0,8.0
5,10,2786,3.0,6.0,11.0,38.0,23.0,46.0,88.0,100.0,98.0,80.0,5.0,0.0,0.0
5,10,2917,86.0,78.0,73.0,57.0,92.0,87.0,82.0,82.0,55.0,71.0,42.0,36.0,66.0
5,10,2978,42.0,96.0,194.0,0.0,4.0,1.0,3.0,4.0,1.0,11.0,1.0,1.0,1.0
5,10,3181,3.0,3.0,3.0,12.0,5.0,10.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0
5,10,3194,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,3592,11.0,10.0,20.0,27.0,4.0,2.0,5.0,3.0,4.0,7.0,6.0,1.0,2.0
5,10,3661,22.0,35.0,51.0,87.0,133.0,209.0,386.0,591.0,708.0,863.0,468.0,12.0,10.0
5,10,3806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,10,3838,1.0,2.0,3.0,2.0,6.0,2.0,7.0,4.0,6.0,7.0,4.0,0.0,3.0
5,10,3882,35.0,25.0,29.0,52.0,26.0,27.0,51.0,41.0,35.0,37.0,28.0,11.0,41.0
5,10,4044,18.0,15.0,12.0,12.0,12.0,23.0,31.0,24.0,36.0,23.0,14.0,12.0,18.0
5,10,4150,19.0,23.0,34.0,78.0,154.0,174.0,93.0,186.0,273.0,441.0,313.0,32.0,25.0
5,10,4194,1.0,1.0,0.0,4.0,1.0,2.0,4.0,9.0,7.0,12.0,8.0,0.0,1.0
5,10,4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,4219,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5,10,4386,75.0,116.0,183.0,38.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
5,10,4420,22.0,31.0,24.0,31.0,45.0,61.0,63.0,67.0,57.0,83.0,46.0,18.0,27.0
5,10,4471,14.0,15.0,12.0,19.0,21.0,15.0,24.0,35.0,28.0,35.0,25.0,15.0,14.0
5,10,4504,3.0,0.0,6.0,4.0,4.0,9.0,8.0,12.0,13.0,21.0,13.0,2.0,4.0
5,10,4515,5.0,5.0,2.0,20.0,11.0,15.0,22.0,14.0,20.0,40.0,60.0,19.0,4.0
5,10,4652,1.0,3.0,2.0,1.0,4.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0
5,10,4672,73.0,61.0,47.0,30.0,46.0,64.0,48.0,45.0,49.0,46.0,25.0,16.0,44.0
5,10,4830,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,10,4876,15.0,13.0,16.0,11.0,21.0,33.0,17.0,21.0,7.0,1.0,0.0,0.0,0.0
5,10,5140,53.0,11.0,13.0,62.0,89.0,136.0,189.0,163.0,118.0,108.0,79.0,53.0,73.0
5,10,5272,8.0,10.0,5.0,4.0,7.0,6.0,5.0,5.0,3.0,7.0,0.0,2.0,11.0
5,10,5489,2.0,2.0,1.0,5.0,11.0,17.0,43.0,48.0,64.0,108.0,31.0,0.0,0.0
5,10,5506,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0
5,10,5607,4.0,5.0,15.0,82.0,75.0,88.0,82.0,32.0,3.0,2.0,0.0,0.0,1.0
5,10,5797,17.0,14.0,12.0,18.0,32.0,32.0,55.0,61.0,91.0,160.0,110.0,57.0,79.0
5,10,5982,54.0,55.0,45.0,61.0,65.0,75.0,67.0,72.0,34.0,42.0,0.0,1.0,0.0
5,10,6041,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,6.0
5,10,6104,55.0,43.0,41.0,42.0,78.0,72.0,82.0,69.0,53.0,64.0,35.0,41.0,93.0
5,10,6141,9.0,10.0,4.0,11.0,10.0,9.0,14.0,10.0,14.0,10.0,9.0,2.0,7.0
5,10,6253,3.0,4.0,6.0,7.0,18.0,18.0,45.0,83.0,78.0,44.0,1.0,2.0,0.0
5,10,6300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,6398,4.0,12.0,15.0,6.0,5.0,1.0,2.0,2.0,6.0,8.0,6.0,4.0,11.0
5,10,6434,12.0,15.0,29.0,44.0,96.0,133.0,164.0,105.0,124.0,151.0,22.0,2.0,0.0
5,10,6463,47.0,39.0,45.0,45.0,44.0,62.0,104.0,122.0,200.0,209.0,107.0,22.0,1.0
5,10,6543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
5,10,6676,47.0,23.0,12.0,33.0,25.0,35.0,25.0,10.0,21.0,16.0,13.0,15.0,6.0
5,10,6915,22.0,11.0,17.0,25.0,9.0,12.0,19.0,12.0,11.0,11.0,5.0,9.0,15.0
5,10,7010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,7073,24.0,5.0,13.0,8.0,14.0,11.0,4.0,3.0,3.0,6.0,4.0,1.0,4.0
5,10,7246,7.0,6.0,11.0,14.0,33.0,20.0,33.0,53.0,85.0,118.0,106.0,57.0,25.0
5,10,7824,197.0,64.0,33.0,103.0,73.0,69.0,27.0,8.0,16.0,30.0,16.0,14.0,25.0
5,10,7855,1.0,0.0,0.0,0.0,3.0,9.0,15.0,3.0,9.0,4.0,1.0,3.0,9.0
5,10,7993,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,8.0,4.0,7.0,1.0
5,10,8066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,10,8092,5.0,5.0,3.0,7.0,6.0,4.0,12.0,8.0,9.0,5.0,4.0,2.0,12.0
5,10,8134,17.0,14.0,21.0,40.0,36.0,71.0,83.0,126.0,202.0,186.0,87.0,5.0,0.0
5,10,8232,7.0,5.0,9.0,10.0,17.0,36.0,49.0,171.0,292.0,231.0,4.0,0.0,3.0
5,10,8263,2.0,8.0,20.0,28.0,52.0,66.0,102.0,202.0,230.0,312.0,4.0,1.0,3.0
5,10,8343,2.0,2.0,4.0,8.0,5.0,15.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0
5,10,8352,6.0,10.0,4.0,6.0,14.0,3.0,5.0,17.0,14.0,18.0,2.0,9.0,13.0
5,10,8399,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,10,8455,12.0,13.0,24.0,29.0,50.0,64.0,156.0,298.0,422.0,135.0,1.0,3.0,0.0
5,10,8649,3.0,15.0,25.0,16.0,27.0,35.0,28.0,26.0,140.0,50.0,34.0,10.0,16.0
5,10,8743,7.0,21.0,24.0,42.0,65.0,115.0,196.0,169.0,53.0,11.0,3.0,1.0,1.0
5,10,8856,6.0,8.0,10.0,2.0,5.0,4.0,9.0,6.0,6.0,10.0,6.0,1.0,3.0
5,10,8992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,9150,2.0,4.0,3.0,6.0,13.0,14.0,34.0,72.0,103.0,156.0,70.0,2.0,1.0
5,10,9289,17.0,29.0,56.0,60.0,74.0,82.0,108.0,137.0,130.0,161.0,52.0,33.0,62.0
5,10,9304,18.0,10.0,14.0,13.0,9.0,12.0,8.0,13.0,11.0,9.0,6.0,4.0,17.0
5,10,9513,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,9643,10.0,36.0,53.0,78.0,94.0,151.0,198.0,283.0,374.0,141.0,7.0,3.0,4.0
5,10,9683,19.0,15.0,9.0,9.0,17.0,10.0,12.0,9.0,4.0,10.0,3.0,2.0,4.0
5,10,9777,5.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,7.0,17.0,11.0,3.0,4.0
5,10,10082,31.0,29.0,28.0,39.0,23.0,29.0,54.0,35.0,36.0,45.0,29.0,21.0,33.0
5,10,10103,13.0,14.0,35.0,47.0,50.0,121.0,180.0,260.0,296.0,288.0,60.0,4.0,3.0
5,10,10243,1.0,1.0,0.0,0.0,0.0,2.0,16.0,8.0,5.0,2.0,0.0,0.0,0.0
5,10,10380,24.0,20.0,32.0,16.0,27.0,32.0,23.0,38.0,28.0,22.0,9.0,8.0,17.0
5,10,10431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,10507,1.0,1.0,0.0,1.0,2.0,0.0,4.0,50.0,165.0,7.0,2.0,1.0,1.0
5,10,10545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,10,10564,27.0,30.0,28.0,31.0,24.0,23.0,22.0,24.0,21.0,22.0,9.0,7.0,24.0
5,10,10700,116.0,90.0,82.0,89.0,117.0,110.0,81.0,97.0,108.0,68.0,60.0,56.0,125.0
5,10,10787,5.0,6.0,6.0,6.0,9.0,9.0,14.0,12.0,14.0,12.0,5.0,3.0,4.0
5,10,10877,7.0,5.0,15.0,21.0,37.0,61.0,146.0,197.0,260.0,125.0,7.0,3.0,3.0
5,10,10941,5.0,7.0,7.0,17.0,17.0,41.0,25.0,45.0,41.0,34.0,19.0,14.0,4.0
5,10,11135,8.0,5.0,7.0,9.0,27.0,60.0,62.0,109.0,154.0,279.0,51.0,6.0,4.0
5,10,11170,264.0,214.0,193.0,251.0,369.0,382.0,391.0,341.0,330.0,358.0,169.0,143.0,262.0
5,10,11225,17.0,30.0,27.0,32.0,34.0,48.0,39.0,29.0,31.0,27.0,12.0,8.0,30.0
5,10,11267,17.0,43.0,55.0,82.0,150.0,171.0,347.0,503.0,518.0,445.0,14.0,3.0,1.0
5,10,11273,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,10,11303,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,9.0,8.0,3.0,2.0,2.0
5,10,11408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,11680,86.0,102.0,117.0,95.0,49.0,99.0,168.0,142.0,114.0,169.0,23.0,2.0,4.0
5,10,11710,134.0,304.0,1258.0,126.0,38.0,14.0,15.0,17.0,14.0,16.0,15.0,12.0,14.0
5,10,11743,0.0,2.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10,12025,15.0,15.0,30.0,50.0,97.0,139.0,221.0,230.0,248.0,93.0,3.0,5.0,1.0
5,10,12130,4.0,3.0,6.0,13.0,26.0,19.0,9.0,14.0,27.0,72.0,97.0,411.0,148.0
5,10,12144,0.0,0.0,0.0,0.0,3.0,5.0,5.0,16.0,30.0,19.0,13.0,46.0,239.0
5,10,12314,0.0,4.0,1.0,6.0,2.0,22.0,24.0,73.0,89.0,143.0,85.0,10.0,4.0
5,10,12448,9.0,10.0,9.0,8.0,8.0,9.0,24.0,17.0,21.0,21.0,10.0,8.0,4.0
5,10,12499,6.0,19.0,24.0,10.0,13.0,12.0,11.0,12.0,15.0,16.0,5.0,2.0,6.0
5,10,12602,22.0,5.0,24.0,12.0,28.0,24.0,80.0,95.0,119.0,143.0,25.0,1.0,1.0
5,10,13412,1.0,0.0,1.0,4.0,11.0,2.0,7.0,7.0,15.0,12.0,8.0,38.0,87.0
5,10,13697,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0
5,10,14001,14.0,17.0,38.0,43.0,57.0,107.0,115.0,181.0,142.0,19.0,5.0,1.0,0.0
5,10,14260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,408,184.0,174.0,76.0,11.0,8.0,5.0,2.0,7.0,11.0,12.0,11.0,109.0,9.0
5,15,2053,3.0,3.0,2.0,9.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,3347,28.0,27.0,12.0,22.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,3725,22.0,33.0,25.0,53.0,28.0,55.0,19.0,27.0,19.0,33.0,16.0,3.0,11.0
5,15,3828,1.0,4.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,8743,17.0,35.0,88.0,210.0,282.0,381.0,467.0,315.0,0.0,29.0,3.0,11.0,17.0
5,15,9304,2.0,2.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0
5,15,10767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,10787,19.0,7.0,15.0,18.0,19.0,17.0,2.0,19.0,43.0,34.0,16.0,1.0,50.0
5,15,11267,4.0,2.0,23.0,113.0,218.0,245.0,157.0,159.0,171.0,35.0,9.0,20.0,5.0
5,15,11680,0.0,17.0,29.0,68.0,86.0,139.0,96.0,143.0,116.0,53.0,20.0,6.0,36.0
5,15,11809,13.0,4.0,14.0,19.0,9.0,11.0,5.0,11.0,12.0,13.0,8.0,12.0,11.0
5,25,13,52.0,35.0,32.0,53.0,35.0,75.0,78.0,69.0,29.0,19.0,128.0,12.0,29.0
5,25,641,64.0,81.0,106.0,122.0,146.0,186.0,179.0,229.0,90.0,85.0,112.0,38.0,9.0
5,25,822,20.0,26.0,39.0,30.0,15.0,17.0,10.0,15.0,14.0,18.0,16.0,11.0,16.0
5,25,845,52.0,49.0,154.0,57.0,40.0,86.0,35.0,38.0,45.0,79.0,45.0,50.0,39.0
5,25,916,52.0,30.0,43.0,61.0,96.0,84.0,58.0,69.0,84.0,97.0,92.0,148.0,33.0
5,25,1844,59.0,66.0,64.0,47.0,47.0,73.0,55.0,39.0,39.0,53.0,44.0,60.0,28.0
5,25,2129,0.0,3.0,7.0,3.0,13.0,11.0,9.0,14.0,24.0,63.0,31.0,19.0,10.0
5,25,2449,0.0,0.0,1.0,1.0,2.0,9.0,4.0,16.0,12.0,12.0,14.0,8.0,2.0
5,25,3398,28.0,33.0,25.0,34.0,49.0,61.0,37.0,43.0,31.0,38.0,26.0,24.0,34.0
5,25,3818,85.0,67.0,97.0,79.0,82.0,37.0,44.0,31.0,13.0,3.0,2.0,3.0,8.0
5,25,3973,34.0,27.0,15.0,26.0,23.0,26.0,21.0,20.0,17.0,18.0,18.0,6.0,12.0
5,25,4026,19.0,13.0,14.0,15.0,10.0,19.0,16.0,34.0,51.0,80.0,67.0,13.0,15.0
5,25,4829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,25,5334,146.0,108.0,80.0,98.0,82.0,166.0,130.0,36.0,63.0,41.0,41.0,44.0,16.0
5,25,6224,5.0,10.0,8.0,7.0,9.0,13.0,12.0,15.0,15.0,22.0,44.0,58.0,14.0
5,25,6322,18.0,10.0,14.0,10.0,15.0,15.0,5.0,13.0,15.0,15.0,8.0,5.0,8.0
5,25,6611,16.0,13.0,23.0,19.0,38.0,31.0,31.0,45.0,44.0,27.0,29.0,4.0,12.0
5,25,6765,5.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,22.0,60.0,49.0,7.0,12.0
5,25,6773,6.0,2.0,2.0,1.0,5.0,21.0,6.0,10.0,8.0,1.0,6.0,2.0,4.0
5,25,7264,85.0,76.0,65.0,67.0,74.0,87.0,70.0,100.0,66.0,48.0,59.0,80.0,99.0
5,25,7366,11.0,9.0,11.0,10.0,3.0,7.0,10.0,8.0,6.0,29.0,10.0,4.0,10.0
5,25,7637,155.0,169.0,194.0,185.0,199.0,166.0,94.0,88.0,38.0,8.0,3.0,7.0,8.0
5,25,7765,2.0,0.0,3.0,0.0,9.0,13.0,8.0,0.0,5.0,15.0,17.0,6.0,7.0
5,25,8283,0.0,0.0,1.0,5.0,11.0,18.0,11.0,6.0,3.0,15.0,5.0,4.0,2.0
5,25,8347,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,5.0,5.0
5,25,8390,48.0,38.0,38.0,32.0,50.0,63.0,36.0,52.0,64.0,75.0,47.0,44.0,34.0
5,25,8576,50.0,31.0,40.0,36.0,3.0,37.0,27.0,26.0,30.0,48.0,18.0,5.0,21.0
5,25,8687,11.0,12.0,4.0,8.0,14.0,18.0,24.0,9.0,9.0,9.0,7.0,4.0,8.0
5,25,9792,3.0,12.0,7.0,4.0,4.0,8.0,18.0,16.0,20.0,3.0,0.0,0.0,0.0
5,25,9988,2.0,5.0,3.0,0.0,0.0,3.0,4.0,2.0,2.0,6.0,2.0,1.0,2.0
5,25,10054,1.0,3.0,4.0,3.0,11.0,28.0,34.0,9.0,12.0,5.0,15.0,10.0,2.0
5,25,10394,10.0,3.0,1.0,4.0,3.0,9.0,6.0,4.0,5.0,4.0,15.0,0.0,1.0
5,25,10669,132.0,124.0,158.0,355.0,88.0,184.0,374.0,365.0,308.0,117.0,6.0,17.0,75.0
5,25,11376,12.0,3.0,4.0,9.0,14.0,8.0,20.0,12.0,16.0,14.0,7.0,1.0,10.0
5,25,11617,0.0,1.0,3.0,5.0,4.0,7.0,11.0,5.0,8.0,31.0,12.0,11.0,2.0
5,25,12565,18.0,3.0,6.0,6.0,7.0,16.0,8.0,10.0,15.0,28.0,12.0,15.0,5.0
5,25,12832,6.0,4.0,5.0,8.0,9.0,10.0,14.0,35.0,50.0,47.0,0.0,0.0,1.0
5,33,144,5.0,4.0,5.0,18.0,22.0,29.0,48.0,79.0,125.0,103.0,58.0,1.0,5.0
5,33,149,0.0,0.0,0.0,0.0,1.0,6.0,2.0,5.0,7.0,2.0,4.0,54.0,78.0
5,33,191,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,7.0,3.0,0.0,1.0
5,33,228,11.0,45.0,52.0,39.0,61.0,118.0,91.0,209.0,169.0,116.0,2.0,0.0,1.0
5,33,399,28.0,21.0,18.0,17.0,55.0,51.0,54.0,58.0,37.0,68.0,51.0,24.0,19.0
5,33,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
5,33,621,12.0,12.0,22.0,25.0,14.0,11.0,17.0,9.0,11.0,12.0,7.0,1.0,7.0
5,33,634,4.0,4.0,3.0,7.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,6.0
5,33,821,4.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,1004,12.0,5.0,8.0,27.0,41.0,44.0,31.0,57.0,52.0,57.0,24.0,19.0,42.0
5,33,1243,7.0,1.0,4.0,12.0,20.0,16.0,23.0,34.0,53.0,46.0,11.0,0.0,0.0
5,33,1248,2.0,9.0,36.0,17.0,23.0,10.0,17.0,39.0,116.0,123.0,0.0,1.0,1.0
5,33,1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5,33,1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,1375,25.0,30.0,21.0,14.0,17.0,8.0,11.0,13.0,22.0,36.0,37.0,1.0,1.0
5,33,1376,13.0,20.0,17.0,12.0,18.0,17.0,6.0,25.0,26.0,11.0,15.0,0.0,9.0
5,33,1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,1546,8.0,32.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,1739,3.0,3.0,0.0,3.0,1.0,11.0,7.0,7.0,17.0,16.0,6.0,1.0,6.0
5,33,1799,3.0,64.0,158.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,1875,9.0,37.0,32.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0
5,33,2127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,2272,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,2440,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,2477,6.0,4.0,11.0,24.0,25.0,25.0,43.0,56.0,117.0,220.0,126.0,1.0,0.0
5,33,2492,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,4.0,5.0,5.0,0.0,0.0
5,33,2558,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,33,2633,0.0,2.0,2.0,2.0,4.0,11.0,15.0,6.0,7.0,8.0,10.0,1.0,1.0
5,33,2680,6.0,9.0,29.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
5,33,2703,3.0,8.0,7.0,17.0,23.0,28.0,20.0,29.0,31.0,33.0,17.0,9.0,19.0
5,33,2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,2786,11.0,20.0,27.0,34.0,79.0,153.0,170.0,196.0,227.0,210.0,52.0,2.0,4.0
5,33,2810,7.0,2.0,3.0,9.0,9.0,7.0,7.0,11.0,7.0,11.0,7.0,2.0,12.0
5,33,2945,2.0,4.0,1.0,6.0,14.0,16.0,26.0,77.0,79.0,59.0,83.0,8.0,5.0
5,33,3008,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,33,3037,0.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0
5,33,3205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,3347,32.0,20.0,29.0,43.0,50.0,68.0,86.0,119.0,132.0,245.0,244.0,33.0,37.0
5,33,3592,0.0,0.0,0.0,8.0,30.0,18.0,20.0,56.0,51.0,45.0,1.0,0.0,0.0
5,33,3828,4.0,2.0,3.0,5.0,4.0,7.0,12.0,18.0,33.0,78.0,61.0,15.0,6.0
5,33,3838,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,8.0,0.0,1.0,0.0
5,33,3930,17.0,6.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,4152,0.0,2.0,0.0,0.0,4.0,4.0,9.0,2.0,0.0,1.0,5.0,0.0,1.0
5,33,4219,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0
5,33,4355,17.0,16.0,27.0,36.0,47.0,121.0,142.0,223.0,299.0,235.0,0.0,1.0,0.0
5,33,4386,101.0,179.0,332.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
5,33,4420,94.0,60.0,58.0,61.0,78.0,93.0,108.0,89.0,100.0,120.0,71.0,28.0,54.0
5,33,4471,15.0,10.0,8.0,5.0,7.0,23.0,26.0,26.0,19.0,20.0,17.0,3.0,7.0
5,33,4515,1.0,3.0,0.0,2.0,0.0,1.0,2.0,27.0,54.0,72.0,72.0,13.0,6.0
5,33,4672,181.0,173.0,142.0,151.0,156.0,205.0,144.0,187.0,147.0,144.0,45.0,71.0,151.0
5,33,4716,95.0,111.0,108.0,15.0,3.0,9.0,3.0,6.0,7.0,4.0,4.0,10.0,0.0
5,33,4830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,4876,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,4941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,5047,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
5,33,5260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,5302,3.0,5.0,21.0,21.0,26.0,59.0,93.0,185.0,250.0,259.0,2.0,2.0,0.0
5,33,5489,0.0,2.0,1.0,7.0,13.0,29.0,39.0,47.0,43.0,24.0,14.0,2.0,10.0
5,33,5506,3.0,4.0,2.0,5.0,6.0,3.0,3.0,11.0,2.0,1.0,1.0,3.0,1.0
5,33,5553,63.0,58.0,24.0,10.0,36.0,34.0,52.0,22.0,45.0,20.0,22.0,22.0,41.0
5,33,5633,3.0,14.0,17.0,42.0,72.0,76.0,93.0,161.0,230.0,177.0,24.0,10.0,9.0
5,33,5656,54.0,39.0,49.0,85.0,89.0,92.0,115.0,130.0,116.0,88.0,38.0,18.0,15.0
5,33,5947,11.0,2.0,7.0,15.0,17.0,26.0,23.0,16.0,22.0,12.0,7.0,2.0,33.0
5,33,6041,7.0,3.0,6.0,8.0,14.0,11.0,17.0,14.0,5.0,12.0,10.0,5.0,4.0
5,33,6171,8.0,10.0,11.0,18.0,42.0,43.0,60.0,193.0,103.0,230.0,3.0,2.0,0.0
5,33,6253,6.0,6.0,5.0,4.0,18.0,17.0,28.0,26.0,37.0,51.0,41.0,2.0,0.0
5,33,6300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,6367,2.0,0.0,6.0,13.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0
5,33,6412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,6463,79.0,101.0,70.0,150.0,73.0,78.0,109.0,115.0,128.0,169.0,174.0,51.0,40.0
5,33,6485,0.0,0.0,0.0,3.0,1.0,2.0,8.0,5.0,8.0,10.0,7.0,0.0,3.0
5,33,6803,4.0,22.0,40.0,33.0,40.0,44.0,74.0,78.0,97.0,92.0,104.0,15.0,0.0
5,33,7010,0.0,1.0,6.0,0.0,5.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0
5,33,7122,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,7168,5.0,4.0,1.0,2.0,1.0,2.0,8.0,5.0,6.0,1.0,6.0,1.0,2.0
5,33,7246,3.0,14.0,11.0,17.0,20.0,22.0,27.0,25.0,33.0,41.0,30.0,9.0,5.0
5,33,7265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0
5,33,7335,24.0,16.0,14.0,20.0,18.0,13.0,20.0,26.0,33.0,27.0,34.0,25.0,27.0
